"","Country","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc"
"180","Switzerland","CH","Switzerland","","","2020-04-26",-73,-20,19,-47,-34,11,-31,2020-04-26,"",2020-03-18,"Full","https://www.cnnmoney.ch/shows/big-picture/videos/switzerland-desperate-race-stay-ahead-coronavirus","Yes",2020-02-26,2020-03-06,29181,1379,21,11,56,32,23,9.278140294,7.615131579,1.841592201,8.552609776,5,1.42622950819672,1.3125,1.55172413793103,0.239224137931034,79.2459016393443,74.8125,84.1379310344828,9.32543103448276,"CHE","GDP per capita, PPP (constant 2011 international $)",59317.32399,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.580999851,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.3,"Population ages 15-64 (% of total population)",66.46582867,"Population ages 65 and above (% of total population)",18.62321656,10.9906566838048,"Switzerland","Hospital beds (per 1,000 people)",4.7,NA,NA,NA,"CHE",1.931222,"CHE",0.66974211,-0.019343413,0.12515697,-0.010735603,0.094707355,0.088283934,"WESTERN EUROPE                     ",7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645,10,"01/07/2000",34,68,70,58,NA,NA,32,0.000183281777857169,0.00387842317596087,-8.60448581964146,2.79109306381475e-06
"181","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-14,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Syria","Yes",2020-03-23,2020-03-30,43,3,NA,15,52,6,-1,NA,NA,NA,NA,NA,13.7704918032787,10.25,17.6551724137931,7.4051724137931,60.2295081967213,63.15625,57,-6.15625,"SYR","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.369999886,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.1,"Population ages 15-64 (% of total population)",64.07533477,"Population ages 65 and above (% of total population)",4.503124421,NA,"Syrian Arab Republic","Hospital beds (per 1,000 people)",1.5,2017,92.2,155,"SYR",-2.047868,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",18881361,185180,102,0.1,0,29.53,3300,76.9,153.8,25.22,4.43,70.35,1,27.76,4.81,0.249,0.23,0.519,-9,NA,NA,NA,NA,NA,NA,NA,NA,1.58886851429831e-07,2.27737820382757e-06,-15.6550735142798,NA
"182","Taiwan","TW","Taiwan","","","2020-04-26",-14,-1,4,-31,-5,6,-9.4,2020-04-26,"",2020-02-02,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Taiwan","Yes",2020-01-21,2020-02-17,429,6,1,56,11,68,41,8.888795987,6.883205456,2.149317406,8.279824561,6,21.7213114754098,20.3125,23.2758620689655,2.96336206896552,69.1967213114754,67.21875,71.3793103448276,4.16056034482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,56.12,165,"TWN",1.112281,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",23036087,35980,640.3,4.35,0,6.4,23400,96.1,591,24,1,75,2,12.56,6.48,0.018,0.259,0.723,10,NA,58,17,45,69,87,NA,83,2.60460902062056e-07,1.8622954497437e-05,-15.1608130750709,4.3410150343676e-08
"183","Tanzania","TZ","Tanzania","","","2020-04-26",-33,-19,-21,-27,-12,9,-22.4,2020-04-26,"",NA,"None","","No",2020-03-17,2020-03-29,306,10,0,0,NA,12,0,NA,NA,1.986772487,NA,4,25.9180327868852,25.96875,25.8620689655172,-0.106681034482758,86.8852459016394,86.125,87.7241379310345,1.59913793103448,"TZA","GDP per capita, PPP (constant 2011 international $)",2875.161887,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.980000019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",55.8,"Population ages 15-64 (% of total population)",53.30046267,"Population ages 65 and above (% of total population)",2.601299178,7.96386426016792,"Tanzania","Hospital beds (per 1,000 people)",NA,2017,58.46,166,"TZA",-0.554994,"TZA",-0.32498023,0.49186715,-0.88645709,0.04064846,-0.45671925,-0.14714427,"SUB-SAHARAN AFRICA                 ",37445392,945087,39.6,0.15,-2.06,98.54,600,78.2,4,4.52,1.08,94.4,NA,37.71,16.39,0.432,0.172,0.396,3,"17/11/2015",64,27,41,52,25,NA,73,2.67055556528825e-07,8.17190002978204e-06,-15.1358091233042,0
"184","Thailand","TH","Thailand","","","2020-04-26",-50,-19,-54,-62,-22,15,-41.4,2020-04-26,"",2020-03-22,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Thailand","Yes",2020-01-13,2020-03-01,2938,54,1,7,60,76,28,8.426020408,6.792436975,2.099068586,7.259353741,6,35.6393442622951,34.75,36.6206896551724,1.87068965517241,48,47.78125,48.2413793103448,0.460129310344826,"THA","GDP per capita, PPP (constant 2011 international $)",16904.69838,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.754000008,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.8,"Population ages 15-64 (% of total population)",71.01211804,"Population ages 65 and above (% of total population)",11.90089314,9.73534687292425,"Thailand","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"THA",0.0232979,"THA",-0.2297256,-0.12358965,0.30432498,0.23695967,-0.14669047,0.34843981,"ASIA (EX. NEAR EAST)         ",64631595,514000,125.7,0.63,0,20.48,7400,92.6,108.9,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46,-3,"01/07/2010",64,20,34,64,56,NA,80,8.35504678478073e-07,4.54576434327514e-05,-13.995229889312,1.5472308860705e-08
"185","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-22,NA,24,0,NA,0,NA,7,NA,NA,NA,NA,NA,NA,27.1147540983607,26.34375,27.9655172413793,1.62176724137931,79.9672131147541,80.84375,79,-1.84375,"TLS","GDP per capita, PPP (constant 2011 international $)",6795.510377,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.547999859,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",45.6,"Population ages 15-64 (% of total population)",57.90284343,"Population ages 65 and above (% of total population)",4.316492294,8.82401743443419,"Timor-Leste","Hospital beds (per 1,000 people)",NA,2017,25.71,161,"TLS",-1.127902,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",1062777,15007,70.8,4.7,0,47.41,500,58.6,NA,4.71,0.67,94.62,2,26.99,6.24,0.085,0.231,0.684,8,"03/11/2016",NA,NA,NA,NA,NA,NA,NA,0,2.25823479431715e-05,NA,NA
"186","Togo","TG","Togo","","","2020-04-26",-47,-38,-31,-52,-12,21,-36,2020-04-26,"",2020-03-20,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Togo","Yes",2020-03-07,2020-03-28,99,6,0,9,58,22,1,NA,NA,NA,NA,NA,38.8196721311475,37.96875,39.7586206896552,1.78987068965517,27.3934426229508,14.1875,41.9655172413793,27.7780172413793,"TGO","GDP per capita, PPP (constant 2011 international $)",1574.020407,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.038000107,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",51.7,"Population ages 15-64 (% of total population)",55.79600849,"Population ages 65 and above (% of total population)",2.869468011,7.36138839395048,"Togo","Hospital beds (per 1,000 people)",NA,2017,58.77,157,"TGO",-0.5908715,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",5548702,56785,97.7,0.1,0,66.61,1500,60.9,10.6,46.15,2.21,51.64,2,37.01,9.83,0.395,0.204,0.401,-2,"28/01/2014",NA,NA,NA,NA,NA,NA,NA,1.0813339768472e-06,1.78420106179788e-05,-13.7373151152679,0
"187","Trinidad & Tobago","TT","Trinidad and Tobago","","","2020-04-26",-66,-37,-60,-83,-33,14,-55.8,2020-04-26,"",2020-03-13,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Trinidad_and_Tobago","Yes",2020-03-13,2020-03-26,116,8,0,16,51,16,3,8.607142857,6.652412281,2.901010101,7.243119266,6,27.8688524590164,27.90625,27.8275862068966,-0.0786637931034484,78.8688524590164,79.71875,77.9310344827586,-1.78771551724138,"TTO","GDP per capita, PPP (constant 2011 international $)",28407.47373,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.686000109,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9,"Population ages 15-64 (% of total population)",68.84547391,"Population ages 65 and above (% of total population)",10.73495352,10.2544075490359,"Trinidad and Tobago","Hospital beds (per 1,000 people)",3,NA,NA,NA,"TTO",-0.1205074,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",1065842,5128,207.9,7.06,-10.83,24.31,9500,98.6,303.5,14.62,9.16,76.22,2,12.9,10.57,0.007,0.57,0.423,10,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,7.50580292388553e-06,0.00010883414239634,-11.7998341134067,0
"188","Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-20,"Full","https://www.france24.com/en/20200320-tunisia-orders-general-lockdown-in-bid-to-contain-coronavirus","Yes",2020-03-03,2020-03-21,975,40,0,9,58,26,8,8.458223395,3.929283772,2.586115993,8.239150508,6,18.3770491803279,17.4375,19.4137931034483,1.97629310344828,47.4754098360656,47.84375,47.0689655172414,-0.774784482758619,"TUN","GDP per capita, PPP (constant 2011 international $)",11094.04785,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.02199936,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.8,"Population ages 15-64 (% of total population)",67.51420057,"Population ages 65 and above (% of total population)",8.315679079,9.31416401374812,"Tunisia","Hospital beds (per 1,000 people)",2.3,2017,39.46,163,"TUN",0.0393894,NA,NA,NA,NA,NA,NA,NA,"NORTHERN AFRICA                    ",10175014,163610,62.2,0.7,-0.57,24.77,6900,74.2,123.6,17.86,13.74,68.4,3,15.52,5.13,0.132,0.318,0.55,7,NA,NA,NA,NA,NA,NA,NA,NA,3.93119852218385e-06,9.58229639782314e-05,-12.4465662110994,0
"189","Turkey","TR","Turkey","","","2020-04-26",-91,-82,-75,-88,-63,23,-79.8,2020-04-26,"",2020-03-23,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey","Yes",2020-03-12,2020-03-19,114653,2992,1,6,61,17,10,8.574132492,6.308132147,2.436028008,7.542458809,6,6.11475409836066,1.9375,10.7241379310345,8.78663793103448,71.2786885245902,77.5,64.4137931034483,-13.0862068965517,"TUR","GDP per capita, PPP (constant 2011 international $)",25357.72223,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.48999977,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.4,"Population ages 15-64 (% of total population)",66.86737692,"Population ages 65 and above (% of total population)",8.48321294,10.1408385870883,"Turkey","Hospital beds (per 1,000 people)",2.7,NA,NA,NA,"TUR",-0.3192984,"TUR",-0.047398899,0.023427222,-0.44317982,0.51675504,-0.27897453,0.12911025,"NEAR EAST                          ",70413958,780580,90.2,0.92,0,41.04,6700,86.5,269.5,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585,-4,"21/02/2004",66,37,45,85,NA,NA,63,4.24915753209044e-05,0.00162827091753598,-10.066204729427,1.42017297195536e-08
"190","Turks & Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-27,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Turks_and_Caicos_Islands","Yes",2020-03-25,2020-04-06,12,1,NA,2,65,4,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TCA","GDP per capita, PPP (constant 2011 international $)",22512.0515,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,10.0218060670204,"Turks and Caicos Islands","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",21152,430,49.2,90.47,11.68,15.67,9600,98,269.5,2.33,0,97.67,2,21.84,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72768532526475e-05,0.00056732223903177,-9.95948974265141,NA
"191","Uganda","UG","Uganda","","","2020-04-26",-65,-55,-31,-73,-23,23,-49.4,2020-04-26,"",2020-03-18,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Uganda","Yes",2020-03-22,NA,79,0,NA,11,56,7,NA,NA,NA,2.19817998,NA,4,31.3934426229508,30.65625,32.2068965517241,1.55064655172414,53.9672131147541,47.65625,60.9310344827586,13.2747844827586,"UGA","GDP per capita, PPP (constant 2011 international $)",1808.431134,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.843000054,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",54.5,"Population ages 15-64 (% of total population)",51.1284879,"Population ages 65 and above (% of total population)",1.94098692,7.50021497159607,"Uganda","Hospital beds (per 1,000 people)",NA,2017,60.75,167,"UGA",-0.294705,"UGA",-0.25525561,0.16258633,-0.27726883,-0.17409113,-0.28195307,-0.70643896,"SUB-SAHARAN AFRICA                 ",28195754,236040,119.5,0,0,67.83,1400,69.9,3.6,25.88,10.65,63.47,2,47.35,12.24,0.311,0.222,0.469,-1,"17/09/2016",NA,NA,NA,NA,NA,NA,NA,0,2.80184030545876e-06,NA,NA
"192","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-17,"Full","https://www.ukrinform.net/rubric-society/2899162-ten-facts-about-coronavirus-lockdown-in-ukraine.html","Yes",2020-03-04,2020-03-19,9410,239,2,12,55,25,10,7.812666667,4.510666667,2.824666667,8.287333333,6,7.39344262295082,4.34375,10.7586206896552,6.41487068965517,73.1967213114754,77.875,68.0344827586207,-9.84051724137932,"UKR","GDP per capita, PPP (constant 2011 international $)",8207.266361,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.881999969,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.1,"Population ages 15-64 (% of total population)",67.75290039,"Population ages 65 and above (% of total population)",16.43468644,9.01277518244605,"Ukraine","Hospital beds (per 1,000 people)",8.8,2017,54.7,168,"UKR",-0.7177935,"UKR",-0.18166576,-0.21866788,0.16583692,-0.19130994,-0.12226596,-0.092386983,"C.W. OF IND. STATES ",46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361,4,"14/09/2007",NA,NA,NA,NA,NA,NA,NA,5.11658798681659e-06,0.000201452271782193,-12.1830227498868,4.28166358729421e-08
"193","United Arab Emirates","AE","United Arab Emirates","","","2020-04-26",-56,-26,-73,-69,-49,30,-54.6,2020-04-26,"",2020-03-24,"Full","https://uk.reuters.com/article/uk-health-coronavirus-saudi/saudi-reports-first-coronavirus-death-uae-gears-up-for-lockdown-idUKKBN21B1YM","Yes",2020-01-27,2020-03-22,11380,89,0,5,62,62,7,NA,NA,NA,NA,NA,26.6229508196721,23.9375,29.5862068965517,5.64870689655172,46.1311475409836,50.46875,41.3448275862069,-9.1239224137931,"ARE","GDP per capita, PPP (constant 2011 international $)",66616.05028,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.34800005,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.5,"Population ages 15-64 (% of total population)",84.31148965,"Population ages 65 and above (% of total population)",1.085000985,11.106700822689,"United Arab Emirates","Hospital beds (per 1,000 people)",1.2,NA,NA,NA,"ARE",0.8064476,"ARE",-0.091318652,0.086515002,0.073196009,0.2219048,0.15418167,0.50710827,"NEAR EAST                          ",2602713,82880,31.4,1.59,1.03,14.51,23200,77.9,475.3,0.6,2.25,97.15,1,18.96,4.4,0.04,0.585,0.375,-8,NA,80,38,52,68,NA,NA,62,3.41950879716665e-05,0.00437236068671421,-10.2834285507705,0
"194","United Kingdom","GB","United Kingdom","","","2020-04-26",-78,-37,-10,-64,-48,14,-47.4,2020-04-26,"",2020-03-23,"Full","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T#the-uk-went-into-full-coronavirus-lockdown-on-monday-evening-7","Yes",2020-01-31,2020-03-06,161145,21678,103,6,61,58,23,8.616616617,6.412121212,NA,7.459937565,5,15.4285714285714,15.5714285714286,15.2709359605911,-0.300492610837438,78.9461358313817,79.7142857142857,78.0985221674877,-1.61576354679802,"GBR","GDP per capita, PPP (constant 2011 international $)",40522.24661,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.851000071,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.7,"Population ages 15-64 (% of total population)",63.92605226,"Population ages 65 and above (% of total population)",18.39586567,10.6096064012975,"United Kingdom","Hospital beds (per 1,000 people)",2.8,NA,NA,NA,"GBR",1.638637,"GBR",0.5350247,0.048684672,-0.038331732,0.024550388,0.028450366,0.23470205,"WESTERN EUROPE                     ",60609153,244820,247.6,5.08,2.19,5.16,27700,99,543.5,23.46,0.21,76.33,3,10.71,10.13,0.005,0.237,0.758,8,"01/07/2011",35,89,66,35,25,NA,11,0.000357668750130859,0.00265875683826171,-7.93590327886248,1.69941328828667e-06
"195","United States","US","United States","","","2020-04-26",-42,-16,-11,-48,-36,11,-30.6,2020-04-26,"New Hampshire",2020-03-27,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_United_States","Yes",2020-01-21,2020-03-01,1012583,58355,150,2,65,68,28,8.538075695,6.403622852,2.26963232,7.521577726,6,9.07025761124122,7.02678571428571,11.3251231527094,4.29833743842365,74.4054449648712,76.5245535714286,72.067118226601,-4.45743534482759,"USA","GDP per capita, PPP (constant 2011 international $)",55719.11998,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.681999922,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.2,"Population ages 15-64 (% of total population)",65.48330596,"Population ages 65 and above (% of total population)",15.80765406,10.9280786341581,"United States","Hospital beds (per 1,000 people)",2.9,2017,46.1,170,"USA",1.453255,"USA",0.81126213,0.1165868,0.20365003,0.011553643,0.40642887,0.15036696,"NORTHERN AMERICA                   ",298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787,8,"01/07/2015",40,91,62,46,29,NA,9,0.000195530678991382,0.00339287193085649,-8.5397932650633,5.02606492137903e-07
"196","Uruguay","UY","Uruguay","","","2020-04-26",-66,-37,-73,-64,-28,19,-53.6,2020-04-26,"",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Uruguay","Yes",2020-03-15,2020-03-30,625,15,0,13,54,14,-1,8.998972251,7.680166147,2.317943337,7.073897497,6,31.7049180327869,31.28125,32.1724137931034,0.891163793103445,57.327868852459,59.5,54.9310344827586,-4.56896551724138,"URY","GDP per capita, PPP (constant 2011 international $)",20916.15018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.730999947,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.6,"Population ages 15-64 (% of total population)",64.57749939,"Population ages 65 and above (% of total population)",14.81451953,9.94827687543141,"Uruguay","Hospital beds (per 1,000 people)",2.8,2017,47.81,169,"URY",0.5991074,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",3431932,176220,19.5,0.37,-0.32,11.95,12800,98,291.4,7.43,0.23,92.34,3,13.91,9.05,0.093,0.311,0.596,10,"01/07/2011",61,36,38,100,NA,NA,64,4.37071596989684e-06,0.000182113165412368,-12.3405837247717,0
"197","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-20,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Uzbekistan","Yes",2020-03-16,2020-03-29,1939,8,0,9,58,13,0,8.793979933,NA,NA,7.840133779,6,10.1967213114754,6.84375,13.8965517241379,7.05280172413793,52.1311475409836,58.53125,45.0689655172414,-13.4622844827586,"UZB","GDP per capita, PPP (constant 2011 international $)",7591.986727,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.916999817,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.3,"Population ages 15-64 (% of total population)",66.89480471,"Population ages 65 and above (% of total population)",4.419137878,8.93484859200056,"Uzbekistan","Hospital beds (per 1,000 people)",4,2017,88.6,171,"UZB",-1.073632,NA,NA,NA,NA,NA,NA,NA,"C.W. OF IND. STATES ",27307134,447400,61,0,-1.72,71.1,1700,99.3,62.9,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43,-9,"19/08/1996",NA,NA,NA,NA,NA,NA,NA,2.9296373614309e-07,7.10070855476814e-05,-15.0432170030189,0
"198","Vatican City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-10,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Vatican_City","Yes",2020-03-07,NA,9,0,0,19,48,22,NA,NA,NA,NA,NA,NA,15.8032786885246,15.03125,16.6551724137931,1.6239224137931,64.7377049180328,66.4375,62.8620689655172,-3.57543103448276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Venezuela","VE","Venezuela","","","2020-04-26",-59,-43,-55,-60,-21,14,-47.6,2020-04-26,"",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Venezuela","Yes",2020-03-15,2020-03-27,329,10,0,13,54,14,2,NA,NA,2.533834586,NA,4,36.7704918032787,36.125,37.4827586206897,1.35775862068966,47.6885245901639,48.96875,46.2758620689655,-2.69288793103448,"VEN","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.800999641,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.3,"Population ages 15-64 (% of total population)",65.0663628,"Population ages 65 and above (% of total population)",7.26698662,NA,"Venezuela, RB","Hospital beds (per 1,000 people)",0.8,2017,50.78,172,"VEN",-2.338622,"VEN",-0.22711751,0.24952252,0.047842871,-0.20394811,0.080399625,0.1149914,"LATIN AMER. & CARIB    ",25730435,912050,28.2,0.31,-0.04,22.2,4800,93.4,140.1,2.95,0.92,96.13,2,18.71,4.92,0.04,0.419,0.541,-3,"01/07/2001",81,12,73,76,NA,NA,88,3.88644809153052e-07,1.27864142211354e-05,-14.760599997456,0
